"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"TRXUSD","TRX","USD","0.0272529","4021","0.0272627","2949","0.0272628","5077","0.0272629","16086","0.0272667","1050","0.0272253","70831","0.0272252","163793","0.0272245","1050","0.0272065","16085","0.0272064","2340","2020-09-21 07:04:08","2020-09-21","2020-09-21 07","2020-09-21 07TRX"
"BCHUSD","BCH","USD","226.692","0.3600","226.704","0.6200","226.731","9.6672","226.738","0.8800","226.770","1.1400","226.675","0.3600","226.674","18.0000","226.651","0.6200","226.625","18.0000","226.611","0.8800","2020-09-21 07:04:12","2020-09-21","2020-09-21 07","2020-09-21 07BCH"
"BSVUSD","BSV","USD","153.5899","0.600","153.5996","18.000","153.6091","2.601","153.6541","6.000","153.6542","4.333","153.5487","18.000","153.5463","0.600","153.5347","4.570","153.5346","14.257","153.5345","18.000","2020-09-21 07:04:14","2020-09-21","2020-09-21 07","2020-09-21 07BSV"
"CROUSD","CRO","USD","0.160156","12665.9","0.160217","4514.1","0.160256","5342.8","0.160294","8057.4","0.160356","13502.4","0.159920","683.1","0.159859","772.1","0.159854","1401.8","0.159852","6150.3","0.159841","4205.8","2020-09-21 07:05:21","2020-09-21","2020-09-21 07","2020-09-21 07CRO"
"BTCUSD","BTC","USD","10898.92","0.06200","10900.10","0.10000","10900.11","0.30400","10902.08","0.20000","10902.09","0.47049","10897.86","0.75000","10897.85","0.10000","10897.83","0.06732","10897.81","0.28984","10897.80","0.11645","2020-09-21 08:00:06","2020-09-21","2020-09-21 08","2020-09-21 08BTC"
"LTCUSD","LTC","USD","47.0409","3.750","47.0579","33.544","47.0580","46.351","47.0581","15.674","47.0583","8.335","47.0268","3.860","47.0266","60.000","47.0218","17.026","47.0217","60.000","47.0195","31.889","2020-09-21 08:00:20","2020-09-21","2020-09-21 08","2020-09-21 08LTC"
"XMRUSD","XMR","USD","93.8153","0.301","93.8466","16.899","93.8618","1.500","93.8841","0.900","93.8842","23.252","93.7841","4.761","93.7758","1.500","93.7406","3.200","93.7270","12.343","93.7269","4.650","2020-09-21 08:00:45","2020-09-21","2020-09-21 08","2020-09-21 08XMR"
"ETHUSD","ETH","USD","370.650","0.4000","370.831","7.5000","370.832","2.1870","370.833","5.3954","370.834","5.8870","370.574","1.9138","370.573","0.4000","370.551","3.0000","370.539","3.0969","370.522","3.0000","2020-09-21 08:00:47","2020-09-21","2020-09-21 08","2020-09-21 08ETH"
"EOSUSD","EOS","USD","2.67001","600.00","2.67007","30.00","2.67014","816.91","2.67016","600.00","2.67029","200.00","2.66851","600.00","2.66838","433.02","2.66837","600.00","2.66824","166.58","2.66823","600.00","2020-09-21 08:01:56","2020-09-21","2020-09-21 08","2020-09-21 08EOS"
"XTZUSD","XTZ","USD","2.201799","49.5","2.202076","510.4","2.202873","1743.6","2.205783","380.0","2.206865","3347.7","2.199950","3000.0","2.195418","49.5","2.195262","510.3","2.192326","380.0","2.191588","1743.6","2020-09-21 08:02:01","2020-09-21","2020-09-21 08","2020-09-21 08XTZ"
"BNBUSD","BNB","USD","25.79645","48.81","25.79646","4.90","25.82122","216.75","25.84686","100.00","25.86289","200.00","25.69797","84.61","25.69796","4.91","25.66956","216.75","25.66608","3.68","25.65294","210.00","2020-09-21 08:02:45","2020-09-21","2020-09-21 08","2020-09-21 08BNB"
"NEOUSD","NEO","USD","23.50353","85.11","23.50354","69.81","23.50355","15.81","23.50356","8.05","23.50642","24.00","23.46245","13.68","23.46244","24.00","23.45673","55.22","23.45154","4.64","23.44279","17.94","2020-09-21 08:03:35","2020-09-21","2020-09-21 08","2020-09-21 08NEO"
"TRXUSD","TRX","USD","0.0269141","600","0.0269142","55750","0.0269149","67335","0.0269150","79374","0.0269153","60978","0.0268875","5077","0.0268874","5077","0.0268873","8120","0.0268872","81037","0.0268871","81016","2020-09-21 08:04:07","2020-09-21","2020-09-21 08","2020-09-21 08TRX"
"BCHUSD","BCH","USD","225.375","18.0000","225.386","0.3600","225.420","0.6200","225.467","3.3199","225.468","3.4375","225.277","0.3600","225.244","10.0000","225.243","18.0000","225.230","0.6200","225.175","9.6797","2020-09-21 08:04:11","2020-09-21","2020-09-21 08","2020-09-21 08BCH"
"BSVUSD","BSV","USD","152.5709","0.600","152.5951","2.887","152.5952","18.000","152.6088","2.601","152.6275","0.600","152.5063","18.000","152.4979","0.600","152.4694","14.291","152.4693","2.601","152.4130","4.640","2020-09-21 08:04:14","2020-09-21","2020-09-21 08","2020-09-21 08BSV"
"CROUSD","CRO","USD","0.159103","3833.9","0.159196","2257.6","0.159203","11088.5","0.159288","5342.8","0.159303","21559.8","0.158987","683.8","0.158930","11818.9","0.158798","2173.9","0.158756","14817.5","0.158752","2011.5","2020-09-21 08:05:23","2020-09-21","2020-09-21 08","2020-09-21 08CRO"
"BTCUSD","BTC","USD","10849.24","0.30400","10849.38","0.10000","10849.39","0.10000","10849.40","0.01440","10850.62","0.37968","10847.20","0.26483","10847.18","0.25000","10847.13","0.00100","10847.08","0.05550","10847.05","0.06200","2020-09-21 09:00:06","2020-09-21","2020-09-21 09","2020-09-21 09BTC"
"LTCUSD","LTC","USD","46.7589","60.000","46.7621","3.750","46.7649","46.390","46.7734","1.090","46.7735","46.398","46.7548","3.750","46.7458","5.875","46.7445","60.000","46.7437","8.335","46.7348","11.316","2020-09-21 09:00:20","2020-09-21","2020-09-21 09","2020-09-21 09LTC"
"XMRUSD","XMR","USD","92.9654","0.750","92.9655","1.500","93.0003","4.672","93.0016","8.316","93.0102","3.200","92.9081","17.516","92.9080","23.348","92.9054","1.500","92.8593","20.750","92.8592","3.200","2020-09-21 09:00:45","2020-09-21","2020-09-21 09","2020-09-21 09XMR"
"ETHUSD","ETH","USD","367.576","1.2937","367.577","30.0000","367.599","0.4000","367.619","7.5000","367.620","30.0000","367.558","1.1802","367.557","0.4000","367.539","2.9496","367.527","0.2500","367.515","1.3972","2020-09-21 09:00:47","2020-09-21","2020-09-21 09","2020-09-21 09ETH"
"EOSUSD","EOS","USD","2.65500","600.00","2.65539","349.45","2.65540","349.41","2.65541","200.00","2.65542","600.00","2.65422","297.23","2.65388","343.12","2.65387","464.13","2.65376","75.48","2.65356","817.13","2020-09-21 09:01:55","2020-09-21","2020-09-21 09","2020-09-21 09EOS"
"XTZUSD","XTZ","USD","2.154273","50.4","2.154274","519.3","2.155066","1774.2","2.157718","380.0","2.159689","3404.8","2.150700","2892.9","2.143747","50.4","2.143108","519.3","2.139783","380.0","2.137922","1.0","2020-09-21 09:01:59","2020-09-21","2020-09-21 09","2020-09-21 09XTZ"
"BNBUSD","BNB","USD","25.39450","18.37","25.39451","4.96","25.43148","219.11","25.45111","100.00","25.46315","200.00","25.27498","0.44","25.27497","85.53","25.27496","4.96","25.24732","218.96","25.24087","100.00","2020-09-21 09:02:46","2020-09-21","2020-09-21 09","2020-09-21 09BNB"
"NEOUSD","NEO","USD","22.98224","65.30","22.98225","87.06","22.98226","70.81","22.98867","94.36","22.99389","4.72","22.93992","47.19","22.93991","16.10","22.93990","16.20","22.93989","16.29","22.93988","4.72","2020-09-21 09:03:35","2020-09-21","2020-09-21 09","2020-09-21 09NEO"
"TRXUSD","TRX","USD","0.0268178","3600","0.0268179","80888","0.0268180","55963","0.0268205","80906","0.0268206","80893","0.0267938","1050","0.0267912","600","0.0267911","2340","0.0267910","3630","0.0267875","58340","2020-09-21 09:04:06","2020-09-21","2020-09-21 09","2020-09-21 09TRX"
"BCHUSD","BCH","USD","224.371","0.3600","224.417","0.6200","224.496","10.0000","224.497","0.8800","224.511","7.7000","224.343","0.3600","224.294","0.6200","224.268","18.0000","224.182","2.7531","224.181","0.8800","2020-09-21 09:04:11","2020-09-21","2020-09-21 09","2020-09-21 09BCH"
"BSVUSD","BSV","USD","151.7661","0.600","151.7665","2.601","151.8626","2.887","151.8627","4.599","151.9470","5.000","151.7411","4.339","151.7035","0.600","151.7030","3.113","151.7029","3.571","151.6909","7.139","2020-09-21 09:04:13","2020-09-21","2020-09-21 09","2020-09-21 09BSV"
"CROUSD","CRO","USD","0.159115","30580.2","0.159238","13502.4","0.159315","16672.7","0.159359","682.5","0.159426","11795.5","0.158844","5528.6","0.158829","2795.6","0.158744","15379.7","0.158668","682.5","0.158664","10409.0","2020-09-21 09:05:19","2020-09-21","2020-09-21 09","2020-09-21 09CRO"
"BTCUSD","BTC","USD","11080.54","2.00000","11081.09","0.31539","11081.10","0.00580","11081.11","0.19998","11081.12","0.06017","11077.43","0.39405","11077.42","0.10000","11077.41","2.00000","11077.29","0.06200","11076.08","0.08720","2020-09-20 00:00:07","2020-09-20","2020-09-20 00","2020-09-20 00BTC"
"LTCUSD","LTC","USD","48.4581","3.750","48.4591","14.700","48.4693","45.706","48.4694","12.872","48.4695","8.335","48.4480","60.000","48.4453","3.750","48.4390","3.237","48.4389","45.700","48.4308","35.000","2020-09-20 00:00:21","2020-09-20","2020-09-20 00","2020-09-20 00LTC"
"XMRUSD","XMR","USD","94.5118","23.442","94.5119","3.755","94.5526","0.750","94.5527","3.200","94.6000","0.020","94.4518","1.500","94.4495","17.581","94.4093","0.750","94.4092","15.573","94.4091","3.200","2020-09-20 00:00:46","2020-09-20","2020-09-20 00","2020-09-20 00XMR"
"ETHUSD","ETH","USD","384.988","1.0125","384.989","5.1958","384.990","30.4000","385.065","3.8967","385.066","5.7531","384.949","0.4000","384.933","0.0010","384.852","1.0935","384.851","2.1735","384.780","3.0000","2020-09-20 00:00:47","2020-09-20","2020-09-20 00","2020-09-20 00ETH"
"EOSUSD","EOS","USD","2.69522","600.00","2.69535","742.16","2.69536","616.03","2.69537","556.82","2.69551","424.20","2.69336","600.00","2.69323","224.70","2.69322","57.69","2.69321","821.45","2.69320","200.00","2020-09-20 00:01:55","2020-09-20","2020-09-20 00","2020-09-20 00EOS"
"XTZUSD","XTZ","USD","2.322250","11.4","2.322251","47.7","2.322376","37.9","2.322378","491.5","2.322922","1679.0","2.319550","2683.4","2.315345","539.1","2.314570","1678.6","2.312781","380.0","2.307379","380.0","2020-09-20 00:01:59","2020-09-20","2020-09-20 00","2020-09-20 00XTZ"
"BNBUSD","BNB","USD","27.18066","81.65","27.18067","4.73","27.20990","209.06","27.22850","100.00","27.23810","200.00","27.06838","52.43","27.06837","4.73","27.05040","209.06","27.02124","100.00","27.01446","200.00","2020-09-20 00:02:44","2020-09-20","2020-09-20 00","2020-09-20 00BNB"
"NEOUSD","NEO","USD","24.48766","90.42","24.48767","24.00","24.50136","16.21","24.50165","69.33","24.50679","4.52","24.43566","24.00","24.43034","44.95","24.42819","4.52","24.42325","53.50","24.42157","18.09","2020-09-20 00:03:32","2020-09-20","2020-09-20 00","2020-09-20 00NEO"
"TRXUSD","TRX","USD","0.0276029","1050","0.0276193","2340","0.0276237","78556","0.0276238","16585","0.0276239","80207","0.0275763","40094","0.0275726","72178","0.0275695","61000","0.0275694","80247","0.0275686","47712","2020-09-20 00:04:04","2020-09-20","2020-09-20 00","2020-09-20 00TRX"
"BCHUSD","BCH","USD","232.977","0.3600","232.999","2.8656","233.024","6.2323","233.033","0.6200","233.045","6.4395","232.948","0.3600","232.947","18.0000","232.895","0.0086","232.889","0.6200","232.885","12.8736","2020-09-20 00:04:08","2020-09-20","2020-09-20 00","2020-09-20 00BCH"
"BSVUSD","BSV","USD","161.8092","18.000","161.8121","0.600","161.8324","2.601","161.8343","18.000","161.8696","3.269","161.7579","18.000","161.7577","0.600","161.7381","2.601","161.7282","13.681","161.7065","18.000","2020-09-20 00:04:10","2020-09-20","2020-09-20 00","2020-09-20 00BSV"
"CROUSD","CRO","USD","0.167484","2025.6","0.167575","1808.3","0.167584","56921.4","0.167680","18801.6","0.167783","19459.7","0.167181","5528.6","0.167131","2795.6","0.167081","36269.2","0.167071","17546.3","0.166948","20576.5","2020-09-20 00:05:15","2020-09-20","2020-09-20 00","2020-09-20 00CRO"
"BTCUSD","BTC","USD","11051.54","2.20044","11052.31","0.16577","11052.32","0.14764","11052.33","0.12937","11052.34","0.03165","11051.53","0.00200","11051.27","0.00100","11051.26","0.00100","11050.98","0.06200","11050.28","0.00100","2020-09-20 01:00:07","2020-09-20","2020-09-20 01","2020-09-20 01BTC"
"LTCUSD","LTC","USD","48.3801","3.750","48.3825","60.000","48.3847","5.281","48.3923","8.335","48.3962","60.000","48.3728","3.750","48.3711","60.000","48.3648","35.000","48.3647","41.341","48.3608","8.335","2020-09-20 01:00:20","2020-09-20","2020-09-20 01","2020-09-20 01LTC"
"XMRUSD","XMR","USD","94.2446","0.750","94.2530","1.500","94.2945","3.200","94.3067","23.432","94.3068","2.529","94.2150","5.203","94.2149","17.571","94.1965","21.757","94.1929","1.500","94.1832","4.685","2020-09-20 01:00:45","2020-09-20","2020-09-20 01","2020-09-20 01XMR"
"ETHUSD","ETH","USD","383.159","3.0000","383.160","32.0882","383.169","0.4000","383.181","2.0882","383.212","3.9153","383.118","0.4000","383.039","1.9895","383.037","30.0000","383.003","5.2208","383.001","5.1302","2020-09-20 01:00:46","2020-09-20","2020-09-20 01","2020-09-20 01ETH"
"EOSUSD","EOS","USD","2.68489","200.00","2.68517","70.00","2.68583","40.94","2.68636","660.00","2.68697","345.33","2.68221","70.00","2.68143","50.00","2.68142","600.00","2.68137","171.10","2.68084","660.00","2020-09-20 01:01:53","2020-09-20","2020-09-20 01","2020-09-20 01EOS"
"XTZUSD","XTZ","USD","2.358253","46.7","2.358365","480.9","2.358613","1642.1","2.362115","380.0","2.365258","380.0","2.342074","46.8","2.342071","481.9","2.339257","1646.2","2.338309","380.0","2.336750","0.9","2020-09-20 01:01:57","2020-09-20","2020-09-20 01","2020-09-20 01XTZ"
"BNBUSD","BNB","USD","26.98131","4.73","27.00925","208.87","27.03399","453.59","27.04444","100.00","27.05517","200.00","26.88515","81.58","26.88514","4.73","26.84628","208.87","26.82313","100.00","26.82093","200.00","2020-09-20 01:02:41","2020-09-20","2020-09-20 01","2020-09-20 01BNB"
"NEOUSD","NEO","USD","24.32879","4.51","24.34185","8.05","24.34983","12.72","24.35401","45.18","24.35517","84.00","24.28554","8.05","24.28553","4.51","24.27880","44.86","24.27667","18.07","24.27613","45.17","2020-09-20 01:03:28","2020-09-20","2020-09-20 01","2020-09-20 01NEO"
"TRXUSD","TRX","USD","0.0271643","80933","0.0271649","31374","0.0271678","80930","0.0271714","40430","0.0271742","114600","0.0271417","5077","0.0271416","5077","0.0271415","1050","0.0271391","80901","0.0271390","10320","2020-09-20 01:04:00","2020-09-20","2020-09-20 01","2020-09-20 01TRX"
"BCHUSD","BCH","USD","231.943","0.3600","231.990","8.8977","232.005","18.0000","232.027","1.1300","232.030","18.0000","231.924","18.0000","231.920","0.3600","231.869","9.4728","231.867","18.0000","231.838","0.6200","2020-09-20 01:04:04","2020-09-20","2020-09-20 01","2020-09-20 01BCH"
"BSVUSD","BSV","USD","161.3017","0.600","161.3312","3.269","161.3313","13.627","161.3361","9.301","161.3362","18.000","161.2481","0.600","161.2381","18.000","161.2203","2.601","161.1258","2.902","161.1257","3.890","2020-09-20 01:04:06","2020-09-20","2020-09-20 01","2020-09-20 01BSV"
"CROUSD","CRO","USD","0.166683","3833.9","0.166757","2257.6","0.166783","2330.7","0.166793","4243.7","0.166879","5342.8","0.166406","3517.1","0.166352","2011.5","0.166306","18175.3","0.166266","10409.0","0.166106","10480.5","2020-09-20 01:05:11","2020-09-20","2020-09-20 01","2020-09-20 01CRO"
"BTCUSD","BTC","USD","10927.05","0.10000","10927.06","0.06200","10928.55","0.30400","10930.13","0.00100","10930.47","0.20000","10924.39","0.19408","10924.38","0.20000","10924.37","0.08984","10924.36","0.10000","10924.35","0.06200","2020-09-20 02:00:06","2020-09-20","2020-09-20 02","2020-09-20 02BTC"
"LTCUSD","LTC","USD","48.0921","60.000","48.1184","35.000","48.1185","13.728","48.1187","45.413","48.1238","22.705","48.0897","3.750","48.0722","46.510","48.0691","8.335","48.0629","41.599","48.0536","1.000","2020-09-20 02:00:19","2020-09-20","2020-09-20 02","2020-09-20 02LTC"
"XMRUSD","XMR","USD","93.2734","0.750","93.2735","1.500","93.2774","2.305","93.3386","20.000","93.3387","16.069","93.1961","0.750","93.1960","1.500","93.1275","1.780","93.1274","3.200","93.1096","21.775","2020-09-20 02:00:43","2020-09-20","2020-09-20 02","2020-09-20 02XMR"
"ETHUSD","ETH","USD","379.825","0.4000","379.963","5.2655","379.964","0.4950","379.975","1.0800","380.005","7.1817","379.780","1.2937","379.779","0.4000","379.664","3.0000","379.662","1.9406","379.661","1.9406","2020-09-20 02:00:45","2020-09-20","2020-09-20 02","2020-09-20 02ETH"
"EOSUSD","EOS","USD","2.67821","600.00","2.67834","815.83","2.67835","600.00","2.67848","108.40","2.67849","784.44","2.67656","600.00","2.67643","200.00","2.67630","70.00","2.67595","747.20","2.67594","815.83","2020-09-20 02:01:53","2020-09-20","2020-09-20 02","2020-09-20 02EOS"
"XTZUSD","XTZ","USD","2.357744","46.5","2.358613","479.1","2.359025","1636.8","2.362374","380.0","2.363790","3141.2","2.345004","46.5","2.344699","479.1","2.341639","1636.8","2.341237","380.0","2.337070","380.0","2020-09-20 02:01:57","2020-09-20","2020-09-20 02","2020-09-20 02XTZ"
"BNBUSD","BNB","USD","27.02006","16.31","27.02007","4.69","27.04224","207.44","27.07481","100.00","27.08176","200.00","26.91234","81.01","26.91233","4.70","26.89533","207.44","26.87130","100.00","26.86270","200.00","2020-09-20 02:02:42","2020-09-20","2020-09-20 02","2020-09-20 02BNB"
"NEOUSD","NEO","USD","24.17870","74.57","24.17871","62.07","24.17872","24.00","24.17976","45.25","24.18125","4.52","24.12238","8.05","24.12237","8.05","24.12236","44.94","24.12229","24.00","24.12160","53.50","2020-09-20 02:03:30","2020-09-20","2020-09-20 02","2020-09-20 02NEO"
"TRXUSD","TRX","USD","0.0271604","19886","0.0271605","80520","0.0271618","66387","0.0271682","4027","0.0271692","1050","0.0271365","40035","0.0271364","10154","0.0271363","43752","0.0271362","131205","0.0271361","80515","2020-09-20 02:04:01","2020-09-20","2020-09-20 02","2020-09-20 02TRX"
"BCHUSD","BCH","USD","231.559","9.4458","231.562","0.3600","231.601","0.6200","231.609","6.4796","231.635","9.4440","231.541","0.3600","231.504","0.6200","231.492","18.0000","231.435","10.0000","231.434","0.3413","2020-09-20 02:04:05","2020-09-20","2020-09-20 02","2020-09-20 02BCH"
"BSVUSD","BSV","USD","160.3697","18.000","160.3832","0.600","160.4172","7.736","160.4173","11.255","160.4174","6.000","160.3235","0.600","160.2857","6.776","160.2856","18.000","160.2798","13.636","160.2797","2.601","2020-09-20 02:04:08","2020-09-20","2020-09-20 02","2020-09-20 02BSV"
"CROUSD","CRO","USD","0.165583","2025.6","0.165600","1808.3","0.165683","18688.9","0.165759","8057.4","0.165775","13502.4","0.165307","34112.9","0.165256","10480.5","0.165207","17546.3","0.165167","20576.5","0.165040","27245.2","2020-09-20 02:05:12","2020-09-20","2020-09-20 02","2020-09-20 02CRO"
"BTCUSD","BTC","USD","10910.86","0.00283","10910.87","0.17290","10910.88","0.30935","10910.89","0.08513","10910.90","0.06200","10910.00","0.00001","10908.76","0.06200","10908.17","0.00100","10908.00","0.09021","10907.33","0.02655","2020-09-20 03:00:06","2020-09-20","2020-09-20 03","2020-09-20 03BTC"
"LTCUSD","LTC","USD","47.9514","60.000","47.9537","35.000","47.9538","60.000","47.9562","1.993","47.9563","60.000","47.9385","3.750","47.9263","1.090","47.9262","45.489","47.9261","8.775","47.9258","8.335","2020-09-20 03:00:20","2020-09-20","2020-09-20 03","2020-09-20 03LTC"
